Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRG01,OUT017,1376.0
FDP52,OUT013,4128.0
FDU58,OUT017,3392.0
FDL02,OUT045,1632.0
FDG28,OUT013,4320.0
FDA19,OUT035,2208.0
FDW46,OUT027,2880.0
NCD43,OUT049,1744.0
DRG39,OUT013,944.0
NCF55,OUT049,576.0
FDJ07,OUT046,1936.0
FDE08,OUT046,2464.0
FDP56,OUT019,-1344.0
FDT45,OUT045,736.0
FDF17,OUT018,2852.0
FDX44,OUT046,1350.0
FDM28,OUT027,4800.0
FDI36,OUT049,3456.0
FDS07,OUT045,1792.0
FDD36,OUT045,1920.0
FDW11,OUT046,854.0
FDN40,OUT049,2560.0
NCQ18,OUT049,1536.0
NCQ54,OUT017,3040.0
NCS42,OUT045,1344.0
DRH39,OUT010,-768.0
FDC09,OUT027,3520.0
FDT08,OUT010,544.0
FDC08,OUT035,4160.0
FDT20,OUT017,608.0
FDS35,OUT035,992.0
FDX58,OUT018,2712.0
FDW58,OUT046,1920.0
DRD27,OUT046,1664.0
FDH32,OUT019,-512.0
FDS26,OUT035,4704.0
FDQ31,OUT046,1312.0
FDP11,OUT018,3392.0
FDD58,OUT017,1696.0
FDM33,OUT045,3680.0
FDZ16,OUT049,3254.0
NCS29,OUT010,2496.0
NCM18,OUT019,-1024.0
FDP11,OUT049,3712.0
NCC42,OUT017,2496.0
DRM23,OUT046,2816.0
NCN55,OUT027,5856.0
FDK46,OUT013,4512.0
FDR01,OUT046,3328.0
NCA05,OUT045,2560.0
NCP43,OUT017,3200.0
FDR12,OUT010,924.0
FDQ01,OUT013,4448.0
FDM13,OUT046,2048.0
FDQ19,OUT017,4416.0
FDK56,OUT019,1024.0
NCX06,OUT010,1184.0
FDO56,OUT027,3776.0
FDU45,OUT045,1824.0
FDI16,OUT019,-1344.0
FDL32,OUT046,1774.0
FDA07,OUT046,2032.0
FDA14,OUT045,2368.0
FDV46,OUT027,4160.0
NCO07,OUT035,3808.0
NCP41,OUT046,1728.0
FDY60,OUT018,2148.0
FDN38,OUT017,4352.0
FDO15,OUT046,1280.0
FDT60,OUT013,2036.0
FDA55,OUT035,4096.0
FDE02,OUT010,-640.0
DRJ39,OUT049,3904.0
FDV34,OUT035,1408.0
FDS20,OUT027,4928.0
FDF02,OUT027,3520.0
FDW40,OUT017,2507.0
NCB43,OUT046,3136.0
FDR58,OUT017,1616.0
DRJ59,OUT035,704.0
NCD30,OUT017,1792.0
FDE14,OUT017,1835.0
FDC28,OUT018,1408.0
FDU16,OUT018,1088.0
NCD19,OUT035,1216.0
FDU21,OUT046,384.0
FDV59,OUT027,5472.0
FDU03,OUT045,3104.0
FDC33,OUT010,1184.0
NCR42,OUT035,704.0
DRH59,OUT035,1344.0
NCM31,OUT035,2464.0
FDS50,OUT035,4032.0
FDP39,OUT046,640.0
FDQ55,OUT013,2112.0
FDV36,OUT019,256.0
FDI05,OUT027,2816.0
FDS45,OUT027,3520.0
FDA39,OUT045,512.0
FDC37,OUT010,-192.0
FDJ60,OUT027,4672.0
DRQ35,OUT046,1980.0
NCJ06,OUT046,1984.0
NCY42,OUT018,2048.0
DRM37,OUT049,3360.0
FDR14,OUT045,512.0
FDE51,OUT049,544.0
FDT33,OUT017,3072.0
FDR08,OUT013,1984.0
FDE36,OUT010,752.0
FDL22,OUT019,-448.0
FDR44,OUT013,2224.0
FDI56,OUT019,-736.0
FDE47,OUT010,128.0
FDV27,OUT010,-544.0
FDV10,OUT049,576.0
FDC40,OUT045,1248.0
NCX41,OUT013,3712.0
NCQ38,OUT027,3456.0
FDV12,OUT027,3520.0
FDE52,OUT017,1715.0
FDG20,OUT027,4800.0
FDV16,OUT027,2112.0
FDI32,OUT017,1904.0
FDJ32,OUT049,928.0
FDN39,OUT018,2816.0
FDY34,OUT017,3040.0
FDC14,OUT035,896.0
FDA55,OUT017,4096.0
FDZ50,OUT010,1064.0
DRG13,OUT049,2880.0
FDP01,OUT013,2688.0
NCG54,OUT017,3040.0
FDM13,OUT045,2016.0
NCO18,OUT027,4736.0
NCW41,OUT013,2720.0
FDM52,OUT027,4288.0
NCF55,OUT035,736.0
FDT09,OUT046,2304.0
NCM19,OUT035,2048.0
FDW12,OUT018,2052.0
FDP15,OUT019,2528.0
FDK36,OUT045,640.0
FDZ25,OUT035,3264.0
NCW06,OUT049,3360.0
FDW60,OUT046,3072.0
DRC49,OUT013,2432.0
NCT17,OUT035,3392.0
NCN06,OUT018,2252.0
FDC45,OUT013,2880.0
DRJ47,OUT019,960.0
NCF06,OUT045,4416.0
FDE21,OUT010,0.0
DRG27,OUT013,480.0
FDW40,OUT049,2368.0
NCO53,OUT046,3008.0
FDE23,OUT049,768.0
FDQ16,OUT046,1760.0
FDS26,OUT045,4448.0
FDZ13,OUT010,-1504.0
FDS14,OUT049,2624.0
FDC10,OUT045,1856.0
FDY16,OUT049,3232.0
FDJ20,OUT035,2154.0
FDV43,OUT035,672.0
FDZ32,OUT027,3648.0
FDR23,OUT046,2880.0
FDN24,OUT035,800.0
FDE34,OUT027,4800.0
FDU31,OUT013,3840.0
FDW33,OUT018,1280.0
FDU26,OUT046,1936.0
FDE20,OUT027,4704.0
NCW05,OUT035,1760.0
FDB22,OUT018,2048.0
FDO56,OUT046,1894.0
FDA19,OUT027,3904.0
DRI39,OUT045,736.0
FDH52,OUT018,544.0
FDZ50,OUT035,3282.0
NCN42,OUT035,2720.0
FDB53,OUT013,2432.0
DRG11,OUT017,1840.0
DRK11,OUT027,4416.0
FDQ60,OUT017,2064.0
FDT36,OUT017,512.0
DRG25,OUT018,2848.0
DRJ23,OUT046,3392.0
FDG05,OUT035,2848.0
NCK06,OUT018,1638.0
FDU52,OUT017,2752.0
FDW07,OUT018,992.0
NCM17,OUT045,480.0
FDA22,OUT045,2624.0
NCA41,OUT018,3008.0
FDF38,OUT035,736.0
FDH52,OUT046,902.0
FDY58,OUT019,1920.0
FDZ16,OUT045,3136.0
NCM18,OUT017,1024.0
FDA22,OUT018,2272.0
NCJ43,OUT035,3136.0
FDI34,OUT027,5696.0
FDG56,OUT046,864.0
FDS34,OUT046,1904.0
DRC01,OUT035,896.0
FDQ04,OUT035,544.0
FDK04,OUT035,928.0
FDT51,OUT049,1920.0
FDV26,OUT017,3584.0
FDS04,OUT049,2304.0
FDW43,OUT018,3712.0
FDQ28,OUT010,616.0
NCK06,OUT017,2112.0
FDS23,OUT018,1600.0
FDZ36,OUT019,1056.0
FDE56,OUT018,480.0
FDW10,OUT027,4800.0
NCN14,OUT045,3072.0
NCQ18,OUT045,1408.0
FDW08,OUT017,1792.0
FDU43,OUT035,4352.0
FDR33,OUT010,-256.0
FDM24,OUT010,512.0
NCZ05,OUT046,1600.0
NCV41,OUT035,2048.0
FDV11,OUT018,2512.0
NCY05,OUT035,736.0
FDV44,OUT018,2880.0
FDW32,OUT049,1344.0
NCU18,OUT027,4064.0
NCC43,OUT035,4416.0
FDW19,OUT013,1920.0
FDN31,OUT035,3360.0
FDI48,OUT045,704.0
FDS24,OUT017,1664.0
FDF46,OUT049,1824.0
DRG23,OUT017,2656.0
FDG14,OUT018,2112.0
NCY30,OUT049,3136.0
FDO28,OUT018,1568.0
DRD24,OUT035,2560.0
FDI33,OUT049,1568.0
FDN32,OUT046,3264.0
FDR16,OUT045,3456.0
FDF26,OUT046,2528.0
NCN29,OUT018,576.0
FDE20,OUT045,2912.0
FDA46,OUT046,3136.0
FDU28,OUT045,3200.0
FDQ48,OUT045,1664.0
FDV36,OUT013,2240.0
FDR14,OUT018,192.0
FDP23,OUT017,3840.0
FDP56,OUT013,832.0
FDK48,OUT010,-636.0
FDR48,OUT046,2384.0
NCY29,OUT049,896.0
FDM22,OUT018,448.0
DRJ01,OUT013,2638.0
FDZ43,OUT045,4224.0
FDV03,OUT035,2720.0
FDX11,OUT027,4928.0
NCA41,OUT027,5056.0
FDE38,OUT017,2944.0
FDI27,OUT018,288.0
FDN32,OUT013,3232.0
NCN43,OUT017,2176.0
FDB47,OUT027,5216.0
FDV03,OUT017,2784.0
NCN30,OUT045,1568.0
NCV54,OUT010,0.0
FDV07,OUT013,1984.0
FDP07,OUT049,3456.0
FDK48,OUT018,768.0
FDM15,OUT019,608.0
FDY19,OUT027,3776.0
FDK46,OUT046,4448.0
FDY11,OUT045,992.0
FDH09,OUT046,726.0
FDO08,OUT027,4544.0
FDU14,OUT013,4448.0
FDD22,OUT027,3648.0
FDM27,OUT017,2656.0
FDL02,OUT027,3648.0
NCA17,OUT035,2688.0
FDE38,OUT019,736.0
NCG07,OUT049,3232.0
DRC27,OUT013,4288.0
FDA27,OUT035,4704.0
FDW40,OUT045,2240.0
DRI11,OUT013,1904.0
FDN50,OUT046,1632.0
FDR12,OUT046,2880.0
FDT34,OUT027,3232.0
FDW11,OUT035,1056.0
NCO30,OUT027,4896.0
FDZ34,OUT017,3456.0
FDU45,OUT017,2048.0
NCD42,OUT035,822.0
FDX25,OUT045,3072.0
NCR29,OUT046,826.0
FDX43,OUT019,640.0
FDB04,OUT010,-640.0
FDR49,OUT027,2192.0
FDS39,OUT018,1984.0
FDW58,OUT045,1792.0
FDG22,OUT019,-1440.0
FDG31,OUT017,1168.0
NCV53,OUT027,5856.0
DRJ37,OUT035,2688.0
FDV07,OUT035,2112.0
FDW52,OUT018,2528.0
FDT15,OUT045,3136.0
FDD02,OUT018,1664.0
FDM16,OUT035,1408.0
NCE55,OUT046,2848.0
FDB57,OUT018,3584.0
FDQ04,OUT013,512.0
FDQ47,OUT019,-1856.0
FDY14,OUT019,2496.0
DRK37,OUT017,3456.0
FDO25,OUT017,3584.0
FDL57,OUT046,4480.0
NCK29,OUT018,1600.0
FDK46,OUT027,6240.0
NCB43,OUT010,1120.0
DRE01,OUT027,5824.0
FDC46,OUT018,2644.0
FDQ23,OUT045,1600.0
FDX38,OUT049,768.0
FDG60,OUT018,3776.0
FDW55,OUT017,4544.0
FDP39,OUT013,768.0
FDB20,OUT018,800.0
FDV21,OUT017,2048.0
FDZ02,OUT013,1664.0
FDP19,OUT027,3744.0
FDA38,OUT035,4288.0
FDH22,OUT045,1888.0
DRM11,OUT045,4352.0
FDO12,OUT027,5088.0
FDT14,OUT049,1888.0
FDW34,OUT010,2240.0
FDG04,OUT027,4992.0
FDW59,OUT018,1024.0
FDR33,OUT018,1376.0
FDP32,OUT013,2128.0
FDL13,OUT027,5760.0
FDD22,OUT013,1856.0
FDV40,OUT027,3008.0
NCD55,OUT046,640.0
FDQ20,OUT010,-1440.0
FDD28,OUT045,832.0
FDC39,OUT045,3392.0
NCR17,OUT049,1968.0
DRO35,OUT018,1488.0
FDF40,OUT049,4448.0
FDR31,OUT018,1984.0
NCQ41,OUT017,3552.0
FDP38,OUT046,610.0
NCU54,OUT027,5216.0
FDG22,OUT018,128.0
DRK59,OUT013,4064.0
FDC37,OUT046,1712.0
NCO42,OUT013,2528.0
NCT42,OUT017,2624.0
FDX27,OUT035,1664.0
FDV40,OUT018,928.0
FDT45,OUT027,2752.0
FDS47,OUT019,-736.0
FDR45,OUT035,4288.0
FDB03,OUT045,3904.0
FDO49,OUT035,1024.0
FDU60,OUT027,4672.0
FDB26,OUT018,448.0
FDB46,OUT017,3840.0
FDQ37,OUT019,1280.0
FDN03,OUT017,4512.0
NCX30,OUT045,4320.0
FDK32,OUT019,830.0
DRM47,OUT013,3296.0
NCO02,OUT046,1072.0
FDP04,OUT013,1168.0
NCO43,OUT049,1696.0
FDD59,OUT013,1472.0
FDQ10,OUT017,3072.0
FDW45,OUT035,2688.0
NCK30,OUT049,4448.0
FDU31,OUT018,3424.0
NCQ17,OUT019,448.0
FDN01,OUT017,3136.0
FDZ19,OUT049,2816.0
DRG37,OUT017,2848.0
FDE32,OUT045,512.0
FDO34,OUT049,2912.0
FDM04,OUT019,-1344.0
FDZ25,OUT049,3072.0
FDU08,OUT049,1728.0
NCW30,OUT045,4448.0
NCM18,OUT013,1040.0
FDS22,OUT035,928.0
NCH18,OUT017,4352.0
FDC23,OUT013,3168.0
FDY46,OUT013,3264.0
NCU06,OUT046,3904.0
FDX57,OUT045,1632.0
FDX36,OUT027,5568.0
FDL16,OUT045,416.0
FDT16,OUT010,2592.0
FDN16,OUT018,1312.0
FDC03,OUT046,3296.0
DRF60,OUT013,4192.0
FDS27,OUT027,5152.0
FDP33,OUT010,2304.0
FDJ36,OUT018,1216.0
NCR42,OUT013,640.0
FDV14,OUT017,1571.0
NCP42,OUT035,3488.0
FDB50,OUT027,2816.0
NCC30,OUT027,4736.0
FDA23,OUT018,1280.0
FDW16,OUT017,1664.0
FDQ52,OUT010,2176.0
FDB58,OUT049,2464.0
NCP29,OUT049,960.0
NCM05,OUT045,4448.0
FDO25,OUT013,3456.0
NCM54,OUT046,2112.0
NCL54,OUT046,2880.0
FDL39,OUT010,1088.0
FDF53,OUT018,2752.0
NCQ42,OUT035,2304.0
FDF58,OUT013,1168.0
FDZ04,OUT035,1056.0
FDE26,OUT019,256.0
FDS60,OUT017,3264.0
FDV58,OUT017,3520.0
FDM04,OUT045,768.0
FDE08,OUT035,2618.0
NCB43,OUT049,3200.0
FDU11,OUT010,-192.0
FDF22,OUT019,1568.0
FDE24,OUT013,2336.0
DRJ49,OUT046,2208.0
NCQ53,OUT035,4288.0
NCL41,OUT013,672.0
FDR22,OUT013,1952.0
FDH04,OUT035,1632.0
DRH15,OUT045,480.0
FDY40,OUT049,768.0
NCI17,OUT035,1616.0
NCC18,OUT013,2848.0
FDY28,OUT027,5440.0
FDB45,OUT027,3520.0
NCL30,OUT018,1856.0
FDM10,OUT017,3808.0
FDH22,OUT027,3712.0
NCZ53,OUT017,3392.0
NCI18,OUT013,3936.0
FDH14,OUT027,4160.0
FDR36,OUT027,2192.0
FDW01,OUT045,2368.0
FDK02,OUT027,3776.0
FDJ02,OUT018,2176.0
FDU55,OUT013,4608.0
NCV18,OUT027,3008.0
FDH14,OUT018,1984.0
FDZ37,OUT045,1472.0
FDX49,OUT049,3968.0
NCD43,OUT046,1680.0
FDZ07,OUT013,1152.0
FDK43,OUT035,2208.0
FDR32,OUT018,3584.0
FDT39,OUT013,2624.0
NCV54,OUT017,2112.0
FDF38,OUT018,256.0
FDV60,OUT046,3328.0
FDH44,OUT027,4288.0
FDS21,OUT046,1006.0
NCL41,OUT045,412.0
FDM46,OUT017,1440.0
FDU27,OUT045,608.0
NCJ54,OUT017,4128.0
DRG51,OUT018,2496.0
NCA29,OUT019,928.0
FDR47,OUT045,3264.0
NCL19,OUT027,4128.0
DRG01,OUT049,1344.0
FDG10,OUT046,832.0
NCV05,OUT049,2560.0
NCH18,OUT019,2176.0
FDV14,OUT018,1056.0
DRJ23,OUT035,3580.0
DRJ11,OUT046,3136.0
FDZ03,OUT017,3360.0
FDI27,OUT010,-1312.0
FDJ14,OUT018,1024.0
FDU32,OUT017,2240.0
FDD47,OUT027,4512.0
DRF36,OUT035,3520.0
FDM21,OUT046,4448.0
FDV10,OUT018,224.0
FDH60,OUT018,3152.0
FDX47,OUT010,608.0
FDT19,OUT019,768.0
FDO11,OUT045,4320.0
FDH24,OUT027,4480.0
FDL02,OUT018,1408.0
FDB02,OUT049,3134.0
FDA43,OUT046,3232.0
FDG52,OUT045,576.0
DRC12,OUT013,3328.0
FDY37,OUT018,2080.0
NCU18,OUT045,2272.0
FDU09,OUT035,928.0
DRJ25,OUT027,2304.0
DRE12,OUT018,1456.0
DRL47,OUT017,2432.0
DRK01,OUT046,1440.0
FDC22,OUT019,1024.0
FDG44,OUT013,764.0
FDW04,OUT035,2336.0
FDK09,OUT049,3840.0
NCN43,OUT035,2176.0
FDG04,OUT049,3264.0
FDH32,OUT010,-576.0
DRI47,OUT017,2688.0
DRE15,OUT013,1374.0
FDY11,OUT035,1312.0
FDO60,OUT049,768.0
FDQ20,OUT018,160.0
FDO57,OUT027,4416.0
FDT14,OUT019,-192.0
FDA57,OUT049,768.0
DRN35,OUT017,544.0
FDJ03,OUT046,672.0
FDX28,OUT017,1776.0
DRE25,OUT045,1360.0
FDR09,OUT046,4448.0
FDB23,OUT035,4192.0
FDO08,OUT045,2624.0
FDQ23,OUT049,1728.0
FDW04,OUT013,2304.0
DRK13,OUT010,1088.0
NCL17,OUT027,4000.0
FDY21,OUT035,3360.0
FDJ38,OUT027,5056.0
FDA37,OUT019,64.0
FDV43,OUT013,704.0
FDL36,OUT046,1382.0
FDD53,OUT045,512.0
FDZ19,OUT010,800.0
FDV21,OUT045,1856.0
NCL54,OUT018,2624.0
DRI47,OUT027,4288.0
DRG03,OUT049,2656.0
FDG21,OUT013,2528.0
FDW03,OUT018,1344.0
NCI55,OUT046,2048.0
DRC36,OUT019,1080.0
FDH22,OUT017,2128.0
FDV20,OUT045,2144.0
NCU41,OUT027,5024.0
FDN46,OUT027,3328.0
FDK50,OUT045,2560.0
NCA05,OUT027,4256.0
DRH01,OUT018,2402.0
FDT08,OUT018,2064.0
FDM08,OUT018,3572.0
FDZ07,OUT035,1056.0
FDS22,OUT017,976.0
FDV35,OUT027,4416.0
FDI28,OUT010,-640.0
FDW58,OUT027,3648.0
FDT52,OUT045,4096.0
FDY34,OUT046,2816.0
FDR10,OUT046,2752.0
FDK57,OUT017,2176.0
FDR02,OUT027,3648.0
FDX49,OUT046,3872.0
FDQ20,OUT046,454.0
DRK23,OUT045,4096.0
NCW06,OUT046,3232.0
FDR31,OUT017,2560.0
NCE43,OUT013,2784.0
DRO59,OUT027,3059.0
FDN09,OUT049,4288.0
FDR11,OUT046,2544.0
FDO57,OUT013,2720.0
NCX18,OUT017,3584.0
FDB05,OUT018,3804.0
FDQ08,OUT018,608.0
NCG43,OUT035,1792.0
FDJ56,OUT013,1472.0
FDA13,OUT010,-1632.0
FDO56,OUT017,2080.0
FDB37,OUT018,3968.0
FDZ02,OUT018,1184.0
FDQ24,OUT046,4288.0
FDM16,OUT013,1344.0
FDU35,OUT049,1728.0
FDT35,OUT035,3242.0
NCX30,OUT049,4352.0
FDG04,OUT017,3392.0
FDI12,OUT035,1536.0
FDE35,OUT035,1056.0
NCP14,OUT027,3392.0
NCY53,OUT045,1792.0
FDP49,OUT017,960.0
FDQ04,OUT017,608.0
FDM39,OUT035,3098.0
FDO58,OUT019,832.0
FDC56,OUT017,1968.0
NCQ54,OUT046,2848.0
FDV10,OUT027,2304.0
NCK17,OUT046,640.0
NCF55,OUT027,2240.0
FDV33,OUT013,4608.0
NCH29,OUT019,-384.0
FDA37,OUT027,3904.0
FDH46,OUT018,1280.0
FDS25,OUT035,1824.0
FDH04,OUT027,3264.0
FDX52,OUT046,3280.0
NCD42,OUT017,768.0
FDW47,OUT017,2163.0
FDL25,OUT027,3136.0
NCJ06,OUT010,32.0
FDY09,OUT013,3040.0
FDS40,OUT046,574.0
FDH41,OUT017,3776.0
FDG38,OUT035,1536.0
FDU03,OUT027,4928.0
FDV20,OUT046,2144.0
DRB13,OUT045,3296.0
NCQ30,OUT013,1968.0
NCH06,OUT013,4192.0
FDU50,OUT018,1472.0
NCO42,OUT019,512.0
FDW09,OUT018,1024.0
FDH04,OUT013,1536.0
FDC21,OUT045,1696.0
FDL21,OUT049,768.0
FDM46,OUT010,-800.0
FDT22,OUT019,-1280.0
FDB28,OUT035,3424.0
FDI12,OUT018,992.0
FDA28,OUT045,2048.0
FDF59,OUT013,2128.0
FDM45,OUT027,3904.0
FDQ56,OUT017,1344.0
FDR46,OUT049,2368.0
FDT01,OUT013,3584.0
FDD16,OUT027,3008.0
NCU30,OUT010,768.0
FDM40,OUT010,192.0
FDI56,OUT035,1536.0
NCS30,OUT013,2064.0
FDU08,OUT017,1792.0
FDX51,OUT027,5120.0
FDA43,OUT045,3264.0
FDX59,OUT010,-1632.0
FDC37,OUT018,1376.0
FDP58,OUT013,3712.0
NCY42,OUT035,2528.0
FDF21,OUT018,2912.0
FDU10,OUT027,2445.0
DRL47,OUT018,1792.0
FDA58,OUT018,3680.0
FDJ22,OUT049,3328.0
FDK50,OUT046,2656.0
FDO38,OUT035,1376.0
DRF60,OUT035,4416.0
NCZ42,OUT019,2176.0
FDD35,OUT049,2112.0
FDL25,OUT045,1344.0
FDJ16,OUT013,768.0
DRK59,OUT049,4096.0
FDI50,OUT046,4032.0
NCB19,OUT045,1216.0
DRI37,OUT035,1072.0
FDA14,OUT027,4288.0
FDC08,OUT018,3632.0
FDS45,OUT046,1646.0
FDI21,OUT049,928.0
DRJ47,OUT035,3136.0
DRE37,OUT027,5056.0
FDT55,OUT018,2368.0
NCG42,OUT027,3904.0
FDA31,OUT049,2752.0
NCW42,OUT046,3808.0
FDF50,OUT017,3456.0
FDK56,OUT049,3104.0
FDX10,OUT035,512.0
NCK07,OUT027,4448.0
FDZ49,OUT017,3904.0
FDR33,OUT013,1840.0
FDO44,OUT018,1408.0
FDA20,OUT046,3072.0
NCL30,OUT045,2112.0
FDI05,OUT019,-1024.0
FDQ12,OUT018,3584.0
FDH47,OUT017,1664.0
FDH34,OUT018,2748.0
FDF29,OUT046,2304.0
FDG40,OUT018,32.0
NCE18,OUT017,4512.0
FDP21,OUT010,1248.0
FDY50,OUT013,1372.0
FDB36,OUT049,2240.0
NCZ29,OUT049,2064.0
FDU20,OUT018,1728.0
FDO56,OUT013,2024.0
FDW31,OUT049,3456.0
DRH59,OUT013,1296.0
NCB30,OUT017,3520.0
FDK43,OUT027,3904.0
FDW43,OUT045,4032.0
NCL19,OUT017,2560.0
FDJ27,OUT046,1590.0
FDC45,OUT046,2752.0
FDY40,OUT035,1024.0
NCM41,OUT035,1792.0
NCK18,OUT019,896.0
FDP37,OUT049,2048.0
FDA27,OUT027,6304.0
NCX30,OUT035,4480.0
FDR09,OUT017,4576.0
FDG08,OUT027,4672.0
NCU30,OUT013,2784.0
FDB16,OUT017,1552.0
FDM16,OUT017,1392.0
FDC48,OUT013,1388.0
NCF18,OUT046,3136.0
FDU46,OUT018,1056.0
FDH41,OUT018,3216.0
NCN42,OUT010,576.0
FDU49,OUT046,1520.0
FDB20,OUT027,3008.0
FDG50,OUT019,-576.0
FDW20,OUT045,2048.0
NCO55,OUT049,1728.0
FDX48,OUT046,2688.0
FDU48,OUT046,2144.0
FDR48,OUT019,398.0
FDK27,OUT013,2080.0
FDT35,OUT013,2944.0
FDN12,OUT049,1798.0
NCE31,OUT019,-1920.0
FDL21,OUT017,912.0
FDV56,OUT017,2048.0
FDR16,OUT017,3776.0
NCP41,OUT049,1824.0
FDJ27,OUT013,1744.0
FDA07,OUT017,2176.0
FDK55,OUT049,1568.0
FDM33,OUT049,3776.0
FDY46,OUT046,3200.0
FDD36,OUT046,1920.0
FDB12,OUT027,3520.0
FDF28,OUT019,128.0
NCE07,OUT019,512.0
FDW50,OUT027,4544.0
NCW18,OUT017,4288.0
NCJ17,OUT019,-960.0
DRZ24,OUT010,6.0
FDS07,OUT035,1952.0
NCW05,OUT010,-416.0
FDZ22,OUT018,896.0
FDK02,OUT046,1862.0
FDZ45,OUT027,5088.0
FDL25,OUT046,1312.0
FDS08,OUT045,2688.0
NCZ42,OUT027,5792.0
FDX57,OUT035,1810.0
FDF21,OUT046,3232.0
FDJ56,OUT018,1024.0
FDX10,OUT013,416.0
DRG48,OUT035,2476.0
DRN37,OUT046,2752.0
NCY41,OUT018,32.0
FDN28,OUT045,1664.0
FDE34,OUT045,2880.0
FDR10,OUT045,2784.0
FDC32,OUT017,1568.0
DRG13,OUT046,2784.0
FDP59,OUT049,1792.0
NCT53,OUT010,800.0
FDL57,OUT027,6240.0
FDN32,OUT010,1280.0
FDK09,OUT018,3456.0
FDA52,OUT010,864.0
FDC57,OUT049,3392.0
FDI09,OUT035,4416.0
NCB07,OUT046,3328.0
FDP26,OUT035,1760.0
FDP40,OUT027,3648.0
FDL15,OUT013,2592.0
FDV07,OUT046,1808.0
FDS03,OUT017,1024.0
FDE50,OUT049,3296.0
FDQ15,OUT017,1376.0
FDQ33,OUT010,480.0
FDT22,OUT013,800.0
DRO35,OUT035,2048.0
FDJ41,OUT049,4512.0
FDQ27,OUT035,1888.0
FDC26,OUT017,1856.0
NCF43,OUT027,4064.0
NCR50,OUT035,2816.0
FDE39,OUT018,1568.0
FDN49,OUT027,2240.0
DRG11,OUT035,1824.0
NCA18,OUT049,1920.0
FDM36,OUT018,2528.0
FDW32,OUT017,1504.0
NCQ18,OUT010,-576.0
FDX14,OUT027,3008.0
FDD46,OUT017,2480.0
FDI34,OUT019,1952.0
NCJ17,OUT035,1408.0
FDB52,OUT035,4640.0
FDV55,OUT018,2048.0
FDC57,OUT046,3328.0
FDB29,OUT046,1920.0
NCO43,OUT035,1792.0
FDG44,OUT045,640.0
FDJ34,OUT045,2048.0
FDH40,OUT049,1280.0
NCD07,OUT027,3648.0
FDB41,OUT017,768.0
FDH47,OUT018,1120.0
DRK37,OUT035,3552.0
FDM25,OUT019,1024.0
NCX06,OUT045,3104.0
NCS05,OUT017,2368.0
FDS39,OUT045,2176.0
FDC47,OUT027,5568.0
FDG20,OUT013,3040.0
DRL23,OUT017,2048.0
FDY33,OUT013,2752.0
NCH18,OUT045,4128.0
FDX47,OUT035,2752.0
NCB06,OUT045,2592.0
FDP36,OUT049,768.0
FDW44,OUT018,2592.0
NCU41,OUT018,2944.0
NCS17,OUT046,1520.0
FDD46,OUT035,2528.0
FDE45,OUT017,3168.0
FDI09,OUT017,4320.0
NCJ54,OUT010,2016.0
NCA29,OUT018,2560.0
NCN41,OUT027,3712.0
FDY34,OUT035,3072.0
NCG55,OUT035,2176.0
DRM49,OUT046,480.0
NCB42,OUT049,1952.0
FDE58,OUT045,1984.0
DRJ25,OUT013,640.0
FDS47,OUT010,-736.0
FDY21,OUT049,3296.0
NCI54,OUT013,1856.0
FDO24,OUT017,2688.0
FDY43,OUT035,2976.0
FDF35,OUT018,1248.0
NCP29,OUT019,-1216.0
FDN28,OUT027,3520.0
FDJ50,OUT018,352.0
FDQ14,OUT027,4288.0
FDC37,OUT035,1890.0
FDN08,OUT046,1934.0
FDD04,OUT035,2464.0
FDW34,OUT018,3840.0
FDP04,OUT017,1232.0
NCG07,OUT017,3328.0
NCN14,OUT018,2752.0
FDJ16,OUT045,704.0
NCM42,OUT045,1696.0
NCF19,OUT046,768.0
FDY21,OUT018,2868.0
FDY19,OUT035,2080.0
FDV09,OUT045,2304.0
FDA28,OUT013,2240.0
FDC38,OUT018,1728.0
FDL28,OUT045,4000.0
NCH43,OUT049,3680.0
NCN53,OUT045,320.0
NCW05,OUT017,1824.0
NCO30,OUT018,2880.0
FDT04,OUT019,-1536.0
FDB27,OUT018,2888.0
NCK07,OUT013,2816.0
NCA53,OUT013,896.0
FDB33,OUT018,2368.0
FDU37,OUT017,1344.0
FDR13,OUT035,2048.0
FDE45,OUT049,3008.0
FDV37,OUT017,3488.0
FDX44,OUT019,-608.0
NCL06,OUT017,4640.0
FDJ28,OUT045,3232.0
FDX55,OUT049,3808.0
NCK17,OUT018,336.0
FDH52,OUT035,1088.0
FDN13,OUT027,3264.0
FDK44,OUT018,2432.0
FDU16,OUT046,1424.0
FDZ07,OUT017,1088.0
NCN06,OUT027,4352.0
FDH02,OUT010,-384.0
NCW18,OUT045,4032.0
FDH57,OUT013,2176.0
FDV35,OUT045,2368.0
NCU29,OUT013,2400.0
NCP02,OUT046,854.0
FDN44,OUT013,2784.0
FDX03,OUT018,256.0
FDR11,OUT010,512.0
FDA36,OUT046,3104.0
FDP58,OUT027,5440.0
FDH31,OUT045,1696.0
FDH34,OUT035,3328.0
FDS13,OUT035,4576.0
FDT01,OUT018,3056.0
FDY09,OUT049,3040.0
FDV33,OUT027,6272.0
NCW29,OUT010,160.0
NCN17,OUT045,1568.0
FDX01,OUT046,1904.0
FDL03,OUT049,3520.0
DRL59,OUT049,1008.0
